# SPDX-FileCopyrightText: 2026 Tom Haynes <loghyr@gmail.com>
# SPDX-License-Identifier: AGPL-3.0-or-later
=== Phase 1/4: v1 SIMD + degraded ===
=== EC Benchmark ===
MDS: reffs-mds  GEOMETRIES=4:2 8:2  RUNS=5  DEGRADE=1  LAYOUT=v1
CPU: x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
Sizes: 4096 16384 65536 262144 1048576

Waiting for MDS at reffs-mds:2049...
MDS ready.
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd
--- Size: 4096 bytes ---
plain,1+0,4096,1,47,29,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,4096,1,71,48,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,4096,1,68,43,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,4096,1,69,44,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,4096,1,75,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,4096,1,0,46,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,4096,1,0,43,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,4096,1,0,55,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,4096,1,76,56,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,4096,1,85,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,4096,1,90,82,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,4096,1,0,43,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,4096,1,0,52,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,4096,1,0,85,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,4096,2,46,30,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,4096,2,81,56,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,4096,2,78,51,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,4096,2,78,51,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,4096,2,77,59,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,4096,2,0,49,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,4096,2,0,52,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,4096,2,0,59,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,4096,2,83,55,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,4096,2,79,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,4096,2,83,84,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,4096,2,0,47,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,4096,2,0,53,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,4096,2,0,82,OK,degraded-1,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,4096,3,50,30,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,4096,3,81,56,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,4096,3,77,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
